0	1
grå	oppunder
offersted	fest
igjen	ja
vinker	bar
tapt	evighet
stod	gård
tror	mer
vandre	topp
vakt	bror
piler	fall
press	borer
fryd	stund
overdøves	spill
gjøde	skjer
brenner	klør
haller	rand
stund	slette
sinn	kjenner
grensepost	lever
vind	krypet
bringe	tande
frem	besvær
vesten	Moskvais
hender	mester
forslår	dessverre
revner	tind
finne	beste
inn	kvarter
kjent	kongedømme
fisker	dregg
svinge	vil
små	stand
suser	full
bautastene	elde
kjent	sange
alle	bølgeslag
virke	bak
1914-SONETTENE	dør
trinn	treder
fjæren	låt
før	trær
ild	tre
Jerusalem	slør
binde	venner
lik	elvebredd
sprenger	høye
grus	inn
solgte	hæl
sted	frukt
salmer	tang
lyn	blikk
glede	Gud
mer	dag
hengsler	hives
utkåret	lik
ferie	Henderson
fjær	gynger
sterk	lede
ned	prakt
sette	glass
fjord	vinker
hvelv	møye
bred	smal
land	øyet
tro	sol
bot	bryst
paven	ekeblader
uhellsvanger	høye
av	eie
til	norm
skjød	under
Borgen	dommer
ord	skjer
jammer	skrik
sett	hode
besjele	ild
ro	samme
kuldegyset	der
hygge	kun
trer	leber
brast	fløt
henrevet	port
strand	hit
gå	rett
Kongestol	hånd
strømmer	nord
lik	lemmer
brann	frem
mester	se
mildt	du
smil	skaren
hugg	støvet
rot	berget
våt	line
hård	slaver
stå	dans
flokk	strekker
lyn	tordenskrall
fjell	nede
vide	mitt
glemt	bygge
rad	ruger
fjord	munning
natt	knekket
kraft	gå
bror	spredte
manne	styrket
stund	kvesse
dem	leie
sjelen	fat
sanden	sang
blu	iver
prakt	år
trelleland	ætt
feiler	komme
sinn	lang
sted	brød
JEG	søndenvind
kvinnen	fortell
kår	frukt
ørkenild	stav
trøst	hevner
bolig	pisk
der	øre
tvil	triste
barn	visp
aftenglød	kun
mann	sprang
gress	strå
gatelek	tanken
fant	går
Regine	sagn
syn	krans
døde	dem
send	ende
funnet	planer
kan	det
drømme	trenger
sprenger	øye
beger	ord
du	kall
sorte	slør
fryd	skrik
aleine	forbi
jammer	skavler
går	skogen
drøy	regn
tvil	nu
inn	gjest
smil	øyne
terning	evne
slag	inne
ikke	alter
under	sale
rett	trede
flom	panne
rute	av
kammer	tale
styrke	gav
preget	ord
forfekte	frede
form	spor
sange	brann
bad	glider
været	vei
rot	skogen
omkring	pinner
vekk	som
gård	strand
tapen	øye
stod	sot
egn	tak
gater	vill
gård	finne
runger	ravner
grensepost	arbeidsnever
hav	mor
fred	gruer
bakken	golvet
kne	venner
sukket	sendt
gå	skritt
stevne	tåler
opp	strender
kviden	spott
sted	være
slaver	mer
fornekte	klippe
skolen	overflod
goder	murer
Moabit	mur
jammer	ve
vidder	lunefull
samme	rørte
del	klager
på	braser
stue	ro
sikker	slaver
hete	næring
lag	rattet
gaster	skred
jammer	nød
tapen	drøye
dølge	skje
dyp	nu
tokt	ganen
havet	nypetorn
blade	dom
egn	nett
samme	stille
høye	vise
sviker	sonde
feier	sne
kvege	tanker
hav	hilder
vinden	sang
jord	mild
kommer	gru
fikk	hast
stod	ramme
menneskeferd	lyst
danse	prester
straks	møtes
gror	skrog
stropp	til
attrå	ære
forvaret	have
tilhest	gater
akt	venner
jammer	klynken
le	solen
strand	merse
mår	stå
nyter	dåd
folk	tjene
støvet	kroner
draft	fengsel
ryster	spinn
bar	stad
gru	gjøs
skride	land
stod	gav
flasker	krystaller
manifest	antikrister
brønn	minke
stemt	brenne
staden	flag
stener	himmelhøye
flor	makt
ro	nomader
frem	tømmer
viv	blek
sted	hvem
kongeborg	stjerner
vinger	tilbake
fører	sen
tale	land
sjøen	går
som	få
fedre	le
henger	uhellsvanger
armt	art
mannen	verk
kjøpmannsferd	stå
sletter	bukter
Antiokia	hovedstad
igjen	skrekk
hvelv	ord
smil	kamp
menneskehjem	overskyet
blod	ganger
gjelder	ei
hvitt	fjell
sum	tømmer
fjær	rav
rund	narrespill
hender	døden
støv	råd
dem	veie
ligger	flammer
ned	miste
syd	sårer
hvem	gift
gynger	hav
hatt	yacht
kveld	graneheien
gry	iler
stene	leber
øyet	lange
grenser	storm
sølvsardin	alvorsfisk
trykke	lyster
vegne	alt
siv	renker
beklemt	sende
da	..
sak	sti
forklaret	løvet
vugger	helst
trær	støtt
tolket	rett
flor	godt
fløyt	topp
morgen	stygt
tide	mitt
lik	stumme
sjel	ild
dø	dører
pløyer	står
bli	tross
liv	vandret
skikke	hud
rede	vegg
grav	vinge
elvebunn	luft
sterk	skare
guddomsmakt	sterk
sommerkveld	ensomhet
trekk	mildt
blank	kave
dale	sprang
filler	hær
blund	øyet
ravn	selv
forhaling	ham
sett	vrimmel
skrot	ler
tak	gå
luften	venninne
beiler	komme
hu	glans
brant	...
glød	bånd
kne	komme
sol	blunder
stunder	lyser
kløfter	reder
hai	fisk
slå	vest
blaå	ring
av	hilder
spiller	sund
vrimmel	munn
bot	frende
tjene	hu
fem	klut
kraft	strengeleik
hender	ve
vrimmel	tidevann
flaker	jord
buer	deri
beholde	gry
santen	inn
sinn	fjord
svart	tog
slag	stål
land	det
sjel	skarlagen
goe	kjærlighet
minne	blå
runde	dårefakter
stemme	bris
lytte	rop
været	brann
overdøves	ild
ormegrav	skillemynt
sank	sjø
drømmer	dirrer
svanebryst	vilt
hånd	lese
står	sinn
smul	nede
bukter	skritt
stirret	siden
støttestav	befester
strålebad	kilde
til	hav
pine	skikken
jøder	hvelver
hvelv	forfengelighet
ånden	kivitt
menes	ett
gaper	bedrag
kveld	slåss
iblandt	damper
grunn	tolket
rad	av
pakt	ro
vind	herhen
fosforkammer	altet
saksen	ham
båren	lik
oljekleshyrer	bord
drukket	unge
kan	får
to	bøyet
stunder	meget
sommerkveld	blikk
rot	ly
munn	form
vendt	bryst
vind	muld
Jovisst	bløt
vendt	kjør
byrde	gjort
tiden	menn
går	tunge
bringe	bram
munn	lamme
tigger	stønner
oksepar	alt
drømmer	alarm
døde	mistet
rolig	bånd
stender	Gud
morraspill	forsoner
tiden	lå
mandolin	banken
bragt	sæd
drøm	øynene
sten	topp
ler	grus
ski	se
betvinger	lindre
skygde	tider
eng	kveder
spys	tang
sjel	bøte
gjøde	feiler
var	ahner
ut	sildestimen
elende	vil
prester	jord
ski	kan
til	tre
dag	stål
hu	brutt
tigerstaden	kar
blind	grå
alt	felles
gjess	fjellet
sjele	mor
humør	kongemakt
vei	ikke
uinnskrenkt-monarkisk	straks
bølgefall	minner
klinger	kølleslag
barn	hildes
fjær	ro
myrdet	døde
mann	tenker
snik	snor
brød	amuletter
by	glede
torden	sagt
mester	galgetre
bord	under
med	gå
sletten	vell
former	strand
nær	bevet
kanal	gjel
nær	klokker
frelsesarméen	får
navn	kvide
fjell	nevne
tindekrans	breder
leir	tvinger
trær	hemmeligheter
mett	tro
seil	glass
smertensstønn	død
brød	falle
bryn	horn
furuhvitt	tjærepappen
mil	meg
munn	ild
grav	kull
vende	forgå
gry	sand
dessverre	gås
rast	lenkes
figuren	trykke
mål	norm
millioner	brus
prakt	tyst
vove	fjell
røde	hjem
se	lett
nær	andre
hit	du
forstøte	forlatt
bestrålet	skulder
står	lande
ness	arken
ener	natur
døde	røde
behage	ånd
brann	Cæsarea
ramme	nord
år	til
forvisst	bølgehære
si	stykke
jord	sans
inn	arme
skade	om
anger	land
kjent	blad
håp	velbehag
skjer	korpeskrik
nut	sanger
stod	står
skinner	betynget
klaret	gave
blaå	nevner
hullt	hast
vei	kvide
bønner	havet
mer	blomsterflor
mén	narrespill
tempel	marmorhimmel
omkring	Gud
støy	henger
blå	sang
øye	ned
skjær	til
stå	herde
gru	drakt
venninne	drysser
lik	ned
kjenning	skjul
tukter	stål
pine	stiv
fjord	kvelder
gjelder	spor
tilende	ledebånd
faner	brus
lei	inn
prester	metter
makt	steder
ramp	bil
forstøte	kredense
tjene	ord
duften	meg
eie	derover
kveger	melodier
like	fra
falt	tinning
juletider	sti
ombord	land
trelleland	dekke
kjøpmannsferd	mår
brøt	frem
eviggrønt	evighet
frukt	stinger
strå	morgengry
rundet	sinn
bort	etter
grønt	ranke
fred	lever
skingre	Lise
trone	godt
ve	dog
ben	anker
så	nøden
bukter	vrimmel
savn	øye
syn	geil
glans	natten
higen	inn
minner	høye
lend	forhaling
svikter	tilende
himmel	blues
dom	ende
arv	an
hevnet	stund
vippe	spinn
syn	nordlys-strøm
tjener	rot
gjest	gater
går	tross
godt	kommer'n
1914-SONETTENE	duft
stemt	dag
kommen	påskemorgenrøden
mot	det
ett	fornyer
fremtrede	dømmesans
smak	Baal
gikk	eik
eik	mat
lagt	mer
Fluks	skinnet
fylles	krum
spinn	bukten
steder	lav
Hardanger	speil
strand	fred
trærne	soler
gress	bokstaver
slange	strømme
yrke	gav
ødelanden	mindre
dyr	rede
flate	vi
snorer	han
gress	fjellet
bryggen	lav
natt	stunden
vang	kronet
sår	gjerne
guddomsmakt	stund
kropp	Dagligdagsen
krans	speil
rad	pol
fregatt	felt
skingre	det
lærte	mer
plan	tåker
brenner	før
svinge	brenner
skyer	melde
ømme	verdi
dommersprog	ham
skulderband	slott
øst	land
jekt	svømmer
tiden	fort
kjempe	råd
sinn	vinker
ull	ofte
bodde	verk
selv	tingen
væte	røk
siv	lære
blomsterknippe	se
vinden	løvet
fold	truer
fredet	skrev
orv	må
skrevet	glød
saler	strand
flommer	slår
pater	tørn
gikk	sydvesten
hedret	ringe
slår	blomstergrener
menskeverd	fattigdom
ord	bøyd
svak	flenges
kjære	blod
pest	seng
broderkjede	lede
skinn	engang
skapermann	bevare
garn	blak
solgte	sjel
neet	fjord
slekten	stjerne
øst	bor
inne	fred
ror	stund
argumenter	leie
strid	sveket
natt	fører
kommer	ender
fløt	rand
grener	sang
nett	fjøs
love	drives
krans	dommer
ro	bære
vred	fred
fornemmer	lender
vill	regnet
bøye	vær
ånder	ser
spare	rygg
mer	gror
kontoret	ditinn
stred	tog
hermelin	Baal
ruiner	troner
fil	kjeften
senket	nær
Baal	runer
stene	fløt
smak	skral
spiller	her
flytte	skjer
dale	navn
bileskaft	gulv
godt	lede
sluk	revner
vente	gevær
ringer	larm
pust	driver
sekunder	kan
brutt	hvor
bort	bak
kraft	trone
med	ånd
skrifter	tennes
vidde	larm
kyst	strand
strikke	ramme
stund	brenne
mer	...
sønderrevet	blod
trekk	spor
Halden	fart
står	døde
gnaver	leir
får	oppe
vrede	Gud
kveger	takt
lyst	strand
kledt	anger
fisk	vinger
lang	sko
går	dessverre
stund	hånd
higen	bunden
stor	vann
Viken	Bergenstrakten
skikk	tvende
vår	blade
skatten	ånd
kjærlighet	ung
bever	fryd
diamanter	svever
blidt	inn
vender	bud
jorden	igjen
spretter	opp
mare	elv
blod	folkestevnet
klædebon	milde
bedrag	forvirrer
tusen	øre
minner	tider
vil	frender
skåler	lyst
ord	hjerne
inn	sang
sist	fare
opp	grunn
rinne	sans
hammer	fange
forvisst	forvaret
dele	liste
dvergfurutopp	vell
bor	sløret
stige	hel
svenn	svanebryst
bolk	sverte
humør	have
vondt	jord
strålevell	svinner
il	minner
istykker	skår
styrke	sinn
arme	ære
revner	inn
skikke	inn
mur	kun
mange	råd
tre	sogn
midt	øye
strevet	sorgen
dog	ham
trinn	natt
fest	lur
lekeplasser	sommer
vinning	plan
tinder	lider
slukter	granitt
lammet	svinner
by	serker
gresset	av
kneiser	ocean
lå	stjerne
by	kroner
bevet	tung
stål	ham
makt	former
virke	trone
bjerge	fred
deg	venter
frender	liv
skare	stund
planer	spinn
ris	kvinner
hul	stav
argumenter	veie
var	mester
ei	rygg
fjerner	drøm
den	valgt
gny	bukter
i	som
alle	dis
hige	hel
kjell	den
tanker	skjønn
nøden	morgengry
kort	herrer
rest	terminer
sett	sand
land	minner
tilkjenne	alt
mot	får
dem	forstod
danserinner	takk
finner	før
lever	munn
mildnes	gang
glid	bånd
sonet	påskemorgenrøden
inn	strengeleik
dog	hundeskinns-trøye
jord	bryst
eie	kniv
sommernetter	vest
skjær	Bolt
fri	forstår
lenger	mat
makt	ny
stål	dommersprog
triller	sund
fange	bue
sitt	ting
sild	syd
eie	vinning
lengsel	gallopader
munner	metter
menn	vill
ille	latter
gård	egn
ombord	havn
fatt	för
blikke	bor
sjø	syd
nogen	berget
tenner	hu
rett	åpenbarer
flokk	fly
huser	full
fatt	jente
demper	kammer
trekk	blinker
bysser	tenner
han	fritt
målet	tekst
løfter	Gud
land	by
svinne	stråleglans
svare	var
stride	stort
sne	her
trygt	byde
sist	lam
tale	tiet
bøye	er
ei	normer
forlatt	stunden
profeten	brande
lakeien	tale
til	hender
troner	fødes
snik	storskreinakken
spredt	jord
bliv	blikk
forstår	rettferdig
ånder	eksempler
blinker	forbi
svar	ber
rammer	bever
kuldegyset	her
tang	tro
følger	ned
se	trekk
lemmer	hender
smertestønn	lemmer
land	sky
ungt	strøm
klinge	dyreham
ben	røs
breder	stier
tanker	går
forbi	skjer
tempel	kalket
ord	berguhyre
han	Hel
temme	brus
små	vann
veier	skinn
gaver	kinner
sår	brøde
bildet	går
frem	morgengryet
eggen	pult
ness	gror
glemt	avvende
hvile	kunster
hender	rep
lyst	vilt
slikker	panne
by	pral
briste	kveld
vandre	måler
færre	gås
sønderrevet	sjelebod
sover	hang
hop	tjene
natt	hjernen
blommer	dun
svenn	lå
kinn	fjerne
kropp	igjen
armer	må
tunge	ord
skrek	tanke
bjelkelag	tak
Kattegat	Belt
stille	gård
bønner	..
vendt	fange
har	Dyre
vær	gange
klang	spott
ly	slag
løfter	harm
stål	miste
lam	skakke
inn	banke
sør	sender
slange	grav
krenket	brent
Gud	håp
sky	luften
sønderrevet	ed
brøt	verge
protest	bister
neven	lempe
bøyes	land
stor	enevelde
krøp	ligger
bue	krone
prakt	luer
lenger	embedsskrud
bryter	luer
flid	fane
skjule	tilbake
form	svømmer
bjørketopp	makt
verne	buser
om	ryste
kronet	døden
kirke	år
lett	dolk
saler	ørn
hen	hender
fugleværet	ord
hjem	natt
raser	rev
dekket	tid
sinn	treder
vind	tvinge
tvinger	nord
ris	hører
sange	ild
kaster	lyn
draft	gå
skjer	skygge
trellebinde	makt
kjenner	finne
kjenne	gry
under	rønner
frem	evner
fred	dag
alter	hånd
øy	stille
skinn	ære
hvit	røst
vannet	munn
drott	passiar
frukt	mistet
går	skaper-makt
bever	sekund
han	bøte
prise	ære
lagt	vever
Syden	dans
kveget	fyllende
profet	kvinne
lang	svinne
på'n	mahognibeis
tid	vandre
vell	nede
strenger	dissonanser
herskerkrans	betvinger
landet	bukten
forsoner	rene
nest	jeg
klang	zinken
blottet	fullt
blund	fornøyet
senket	bryst
ro	søylerader
en	mer
marøyesand	trette
savn	glød
brus	stunder
menskeverd	kom
stor	lykke
frost	myr
charmeuse	falle
vidde	jorden
springe	gives
gjenoppta	gjester
vannet	grav
tvinger	brutt
mester	røst
smake	svor
vet	del
ler	hus
forestår	evne
tinder	fjord
alene	borg
dør	drakt
1914-SONETTENE	før
takt	fantasier
veie	like
skyen	stuen
kyst	vei
gutter	Kattegat
lønn	bjørkelunden
silde	forestår
bud	vendt
mot	nogen
land	...
svenn	samler
ben	igjen
topp	kilde
lunger	favner
Magnor	jern
være	hvelver
tre	ro
satt	grodde
tung	del
din	trafikk
skiller	glider
gulv	strengeleik
flytter	sivet
folket	farer
trett	bange
lyst	vei
hund	bort
roser	blå
sønner	ordensbånd
ramme	føde
inn	trykkes
tinder	glider
falt	smatt
egne	kjød
gave	regn
sæd	furer
Beveget	bror
ånd	spor
hjerte	havet
frø	alle
skjer	domme
år	borg
Røst	stedet
her	flakker
tjønn	blinke
målet	skulder
fornekte	lede
narrestaven	ekeblader
sanker	ord
havn	kiste
navn	gyller
båret	ære
stand	beskytter
munn	lam
nede	kun
sinn	glemme
formerer	frem
sort	til
bølgebrus	favn
begravet	isbrekulden
rørte	bønner
skinn	vil
fjell	finne
herskerinnen	fortell
trær	gang
kjenner	kveld
kår	gaver
sprang	snare
vin	tanken
vekst	trafikk
blå	hær
rekker	minnesmerker
hei	land
skaft	egg
rest	frank
forgår	sinn
vår	vårkaskade
dale	viet
bryst	hyttetak
glans	svinger
grunn	gløden
hedninge-livet	sjel
drøm	tror
myr	gård
ruten	søndenvind
blod	forferdes
tett	brannen
er	hud
skjule	sår
reiser	aeroplan
sorgbetynget	betrakter
slag	felle
akse	hen
april	smelter
væte	næring
sprang	drott
glede	vegg
søker	muld
spill	høre
kammer	lik
fryd	munn
mitt	suppen
staur	synger
vet	av
støvet	rinner
rot	benk
skrekk	nøye
skjer	spor
LOFOTEN	mur
gløden	frukt
terneflokker	fugl
støy	latter
breder	stund
forenes	spredt
truer	sympati
underlagt	fare
tigger	forbannet
vis	huler
leker	have
fabrikk	Lofothesten
fart	fjæren
hår	begrunnet
drag	ham
skrent	ei
enser	fekter
når	makter
sønner	bestemt
merket	treffer
plage	ned
dere	toner
brøl	ånd
nær	ting
felle	ende
bar	glad
raker	jord
slag	finne
hjerte	ei
kontrakt	natur
fast	aker
strime	alene
slaver	panne
trygg	tvinge
vill	syd
yrke	sinn
båsen	omme
tømmer	kryster
venn	formår
nok	tror
bøye	fast
liv	lenker
morgenstund	bløde
gang	sjø
skapermann	hit
garnet	stor
flamme	gror
litt	over
natt	båret
jeg	ende
to	sterke
guttenaturen	topp
sol	hånd
bragt	snakk
gry	strøk
fjær	snakker
kjøkkengang	drinken
inn	lue
krone	vendt
stort	jord
kvinnelist	bragt
igjen	art
år	formerer
dukkes	rørte
hender	kjøkkengang
fange	seilet
sted	til
streikebryter	dåd
vasaller	ord
hundeglam	forbi
drakt	barn
lyd	guddomsmakt
heder	forbi
plartå	grus
svake	strid
riker	Undrende
bar	ren
sjungekor	palmesving
bedrifter	skygger
heder	døde
grunn	klang
Antiokia	bekjenner
så	døden
liv	blikk
skyld	have
ånd	sivet
kraft	bjelkevegg
høye	klang
støpe	bukten
eventyrer	vind
forstod	jord
slott	sett
prester	alene
krenket	forstummet
trær	varetekt
rammer	bønn
bratte	retning
dikte	høyreblad
øde	mistet
ser	land
grav	kranser
tennes	bok
blund	går
bøyet	frender
mynder	vår
kveld	larm
kaller	hedninge-livet
eng	fri
støy	lytter
sort	hall
når	havet
tronen	skje
lyset	der
trang	tilje
torden	der
Borgen	hånd
savn	møye
kronet	brutt
synge	bevare
strå	forbi
skinner	fest
mot	lette
bånd	bringe
Bikjeskjær	grunne
befale	Gud
strand	bue
tinder	vinker
rammen	an
prakt	mod
ramme	sivet
saler	egn
grønn	aber
venn	brygge
her	elskovslist
seier	bedrag
morgen	vingeslag
grøde	mer
søker	gull
legge	vei
slakte	allevegne
år	døde
torden	kjempehær
prale	favn
dagen	sus
klage	strider
tid	symboler
siden	lå
beneste	nær
slutt	bord
høy	gatedrenger
kinner	brente
bærer	vil
trinn	forlatt
vidje	vendt
strid	fane
Gud	gåde
mål	grøfter
dyp	harm
hviler	alterbord
råde	dal
linden	titt
vannet	blund
natt	såret
snøfter	larm
høst	Bolt
kjenne	forgå
miskunne	kan
ferde	helter
ett	håp
tinder	munning
smiler	vekt
hav	jord
tekst	hulder
fullt	fast
trede	se
bjelkestuen	juleskikk
under	bryn
tenner	stemmer
stad	fyller
frende	tyst
fuglekiv	ilder
gru	glans
hender	side
smelte	briste
kan	seier
rar	vind
bergeli	stevnet
vinner	bruk
sjel	dommer
skritt	Cæsarea
tent	landet
viden	fall
frekt	ende
skjønn	flor
hei	lister
tvang	nemme
gang	frender
bånd	nød
døde	sommer
ganger	løyhet
forvisst	land
sønnen	sveven
fred	stavet
trekk	svar
hender	stemmer
tjønn	minke
ord	sist
full	lagt
venn	kjenne
støy	enger
byll	bo
morgengry	dømte
bor	tilbake
bord	sang
grunn	flukt
munn	tanget
strider	forgylle
vingefang	strid
bar	tilhånde
ny	smiler
rekker	elde
iblant	står
ett	kast
sted	derover
sorg	tærner
kjærlighet	selv
stat	fabrikk
gull	larm
ferden	mester
fjed	slukter
vis	lenger
le	gutt
meg	falt
synger	strå
vek	venn
ord	enevelde
klagen	pant
finne	gang
stred	gå
stundet	flukt
graver	strand
hvelv	ennu
piner	bank
gynger	rand
etsteds	solen
kryp	nu
kvelder	skrog
selv	skjelver
oppstandelsesskjær	begravet
morgen	døden
snever	sted
trett	lamme
ombord	minner
lett	flukt
glemt	tangen
have	trær
åket	land
gulv	buden
hender	dør
andre	måler
skuet	inne
frem	klut
sund	bort
klage	lider
skrekk	som
strekker	minnesmerker
kalt	hær
førte	..
oljetørste	kitt
garn	rest
tegnet	kinn
filler	forrådskamre
glid	bruste
trone	krans
jord	kysten
høye	Baal
tøyler	rytter
forskrekker	står
sorgbetynget	over
svirrer	omkring
ideal	luner
jord	varme
vann	vinde
dem	havet
gled	prakt
lyser	skum
ære	tyde
makt	strender
vind	mat
verd	land
måsen	band
ferden	stund
fanger	sans
med	nabben
spenning	skjul
sang	sommerfest
krans	tvil
kan	lit
skuer	panne
lang	hen
skrevet	blod
streng	kjenner
gru	brutt
gang	fått
blikk	kjøre
befolkning	døv
Bolt	hyttetak
bånd	stien
himmelbrød	lagt
forvandles	pakk
av	på
vakt	fred
strålet	prakt
brøt	dem
blande	indre
lang	ratt
stund	by
drøm	høye
ene	tjene
makt	lampeskinn
når	vernet
far	får
trett	ild
soler	dem
hender	fortrolig
vekk	ensom
gavn	rene
tilende	kommer
drikk	Hydneshaugen
hus	går
tøy	Nåde
navn	nød
bar	ben
marmorrene	minnesmerker
forlatt	båret
blommer	skittenbrun
drakt	synder
borg	forlot
sivet	hel
knuser	full
bølgehære	bære
ledebånd	dommer
sist	bølgehære
tønner	syd
dugget	hulder
skjønne	drakt
grunne	er
gyser	bryn
itu	fred
frem	brenning
kirke	den
fedre	harm
sang	frihets-pakten
gull	verner
fedreland	dvale
over	tak
hjem	fatt
hvelver	falt
fatter	setning
midt	møye
mer	kjempe
byer	gass
lagt	fred
gikk	ensomhet
drømme	jord
makt	ord
selv	høye
piner	løp
sant	skyen
ruger	høye
lenker	Gud
nord	rommet
fester	stene
lue	brem
radiotrakt	musikk
kildevann	sang
bragt	frukt
skjer	feste
søyleganger	inn
venner	befester
milelang	plartå
marmordrakt	buer
brem	kontur
regimente	kom
vakt	våren
synder	leie
topp	rad
gul	vest
ild	klamme
svenn	il
diamanter	bever
sang	seng
hendt	nå
list	brystet
munn	le
disk	hån
døren	stillehavspassat
skarlagen	gull
seminarister	frem
kår	glemme
blottet	Storekult
brenne	strålefjed
klar	ben
hammer	altet
skrekk	står
stampet	ryggen
nød	bue
kinner	viser
blaå	revner
fangst	fortæring
våren	anemoner
blinke	stor
drakt	gry
fest	fortrolig
fremmer	kommer
menn	svinner
bestjele	kiste
uavlatelig	tall
signal	kryste
henger	lønn
hynde	bolig
visergutten	kropp
mett	gro
jorden	så
dem	avet
henrevet	lyn
fugl	grav
lover	Knut
bror	forstøtt
hjemme	forbannet
øye	så
tvinger	spor
skrik	bø
pergamenter	helligdom
bukt	lunden
larmen	tam
rammer	død
øre	om
magneten	dyreham
bindes	mur
natt	ord
kyst	faller
jeg	krone
bram	brande
forlatt	såret
ruger	øye
lys	morgen
fred	ferdig
bøtes	bu
ute	vest
lytter	klippekløft
jorden	sang
døv	ord
blinker	bar
lytte	hall
svermer	stavn
Bø	vende
sist	ham
ære	sikter
slag	mål
gjerne	vind
stå	klang
bryn	jord
hud	hånd
myndighet	bringe
strand	svikte
saltarell	morraspill
blinde	kalle
frisk	møtes
bue	hans
gave	hemmeligheter
lyn	hall
strand	muld
åsen	opp
blinde	bud
ligger	tent
nesten	is
fortæring	glunt
forstår	bærer
Nasareer	grei
tre	trekk
bryst	ømme
gjorde	forsagt
dvele	ild
lang	dukker
hånd	penn
lang	siste
rein	dernest
syn	øynene
høst	rår
skikke	rønner
symboler	sort
om	kval
ro	hjorder
kraft	ulv
møye	høst
svær	timer
ille	fabrikk
opp	bier
støy	råde
duften	kysser
stråleglans	krefter
vente	duft
betrygges	tavleskrifter
forretningsreise	Paris
stand	brøde
glemmes	snøfter
ros	menn
fjell	gikk
bedrag	fjerne
ro	mer
gløden	skjell
stirret	blå
bønner	bestemt
igjen	bra
besvaret	gang
hånd	vill
kjøt	rand
kjenning	fugl
bord	have
huggestabbe	kinn
lønn	begjærer
hvile	leskedrikker
bort	sinn
kaster	gyser
rett	verre
stund	hender
skrevet	sjelebod
svar	fyre
bestandig	venn
strekker	elde
vind	spor
sol	får
sinn	natt
storm	klemme
Viken	annet
står	finger
klares	grunn
vide	sitt
forskrekket	hit
klynger	før
her	brenning
krig	regjerer
topp	befrier
stemt	velbehag
armt	bregner
glød	blund
nesset	gjerdestav
gjestet	gjaldt
ord	brøt
ingen	Norge
synder	veie
kvedet	pris
glød	like
befester	inn
hud	slave
rogn	to
dere	Henderson
nær	eventyrslottet
skrevet	ed
trekk	tale
verket	grunn
ham	nåde
tindrer	bevare
bluss	skjer
egn	tyde
tigger	skinn
går	fryd
gjerde	helter
pen	vest
pil	forårsdage
verdig	beregnet
rammer	landet
ser	dag
slaver	slavinner
akt	klare
vær	fange
arv	mann
fra	jeg
leir	Baal
lott	settes
stor	død
navn	glød
ren	flod
bærer	favner
dåp	like
jord	spare
tåler	gru
liv	pupiller
renner	grav
skogpaulun	tak
nøyes	trone
hode	forsmår
plagg	grått
drøm	rem
lindre	ve
være	kold
inn	lun
fnokk	rekker
slår	strand
rad	hav
smile	liv
tittet	ned
lidt	hviner
slår	passe
SANG	sne
Vinje	Ibsen
hotell	larm
sverd	betrygge
gale	ord
dale	kaste
trær	sagn
striper	lenger
tenker	mor
verk	stande
kjærlighet	dugger
råde	eie
hans	kjenner
glede	kraft
dolk	suser
rommet	visp
moderhjerte	forårsdage
der	horn
lindre	der
skygge	kun
fekter	klør
herde	vold
land	forskrekket
høst	gjøre
lever	guddomsmakt
lanse	kroner
derover	ly
fryder	tegn
leie	strå
tukter	mål
forfekter	prøvesten
vandring	vilt
topp	strender
foruten	kjøl
forhindre	føre
dag	stjerne
fryser	skum
vilt	du
tiden	tak
tak	hevner
gjerne	tind
beskuer	ære
dem	spor
skinn	føde
dem	sommer
revner	nød
gjort	bestyr
gram	styggen
kom	ikke
tar	strender
pralen	klippegrunn
ve	tukt
tilhest	beskytter
smiler	lyst
frem	løv
fjed	tretter
tapt	vet
fjord	kyst
støy	år
matet	munn
vin	Baal
rad	glider
norm	fornekter
jeg	frem
venner	verden
dølge	ve
plartå	hus
jorden	skyen
munn	ham
skikke	trette
tiggerkår	fritt
mandolin	gatelek
makt	beskytte
ætt	jord
pisker	vegg
pile	menn
slo	bue
dynge	innestengte
nei	trone
dag	gigant
leber	venn
navn	flu
glede	himmel
evighet	har
fyr	arm
jord	menneskestimlen
under	embedsskrud
fjelle	øde
ve	rep
sang	sider
blikke	øyne
spor	gleder
vind	blinker
have	hegn
flokk	grøde
fanger	land
ryggen	lav
stå	befaler
hånd	domme
verd	stål
råde	spor
melket	marmorhimmel
bunn	mening
vær	nøtt
stål	norm
mot	spredte
kjekkhet	stang
fri	stod
dolk	huser
inn	fler
hest	rygg
rinner	breder
mylder	fyller
makt	blod
friste	rummer
kvinne	trykke
sne	hampen
ham	tror
takten	tusen
hage	skjød
stamme	flor
aften-hvile	strider
fred	har
forlatt	ord
stige	klynke
tide	sitt
land	bo
ro	ramme
skjønn	aber
forakt	indre
fjelle	grav
makt	mod
behag	hule
buret	by
vekke	vinger
liene	store
svært	situasjon
ild	elskovslist
fjell	med
hu	driver
rette	plass
kysten	sandet
strekke	bringer
sår	kristenskarer
frender	gavn
makt	hildes
fedreland	tale
nasjonalteater	Staats-affære
kvinner	hu
hugger	frelst
bra	tinder
Sarpen	ring
sten	røs
sand	tærer
rad	plass
svaret	rett
himmeldrømmen	stige
sved	syn
drage	lyst
vidunder	blå
veie	får
tenne	kvelder
sort	torden
